Rounds Played, Wins, Losses, Royal Flush Count, Straight Flush Count, Four of a Kind Count, Flush Count, Straight Count, Full House Count, Three of a Kind Count, Two Pair Count, One Pair Count, High Card Count, 
1,0,1,0,0,0,0,0,0,0,0,2,0,
